Question,Answer 1,#1,Answer 2,#2,Answer 3,#3,Answer 4,#4,Answer 5,#5,Answer 6,#6
Name Something You’d Eat A Lot Of If You Needed To Gain A Quick 10 Pounds.,Candy Bar,26,Potato Chips,15,Potatoes,15,fast Food,14,Ice Cream,12,Bread,10
Name Something A Patient In A Hospital Might Have Trouble Doing On His Own.,Bathroom,35,Walking,21,Bathing,13,Get Out Of Bed,11,Eating,10,Breath,4
Name A Specific Food That You Eat A Lot Of When You’re On A Diet.,Salad,58,Celery,7,Oranges,7,Carrots,7,Apple,6,Broccoli,6
Name Something You Need To Check For If You’re Buying A Dress Used.,Stains,39,Fit,26,Holes,15,Price,9,Missing Buttons,3,Broken Zipper,3
Name An Actress Who is Or Was A Model,Tyra Banks,46,Charlize Theron,16,Megan Fox,12,Pamela Anderson,8,Halle Barry,7,Brook Shields,5
Name Something Little Boys Love To Build Models Of.,Cars,47,Airplanes,30,Legos,10,Trucks,5,Trains,3,Buildings,2
Name A Snack That Goes Great With Coffee.,Donuts,47,Coffee Cake,15,Bagels,14,Cookies,13,Toast,5,Buscuit,4
Tell Me A Name You Might Give Your Pet That You’d Hate To Have As Your Name,Spot,31,Fido,29,Rover,17,Fluffy,8,Spike,5,Buster,3
Name A Place Where You See A Scale,Doctor’s Office,27,Gym,26,A Fish,19,Bathroom,14,Truck Stop,6,Butcher/Deli,5
Name A Place Where A Child Makes Friends.,School/Childcare,42,Play Ground,31,Sports Team,8,Neighborhood,6,Place Of Worship,5,Camp,5
Name Something People Decorate With In Winter To Get In The Holiday Spirit,Lights,43,Fake Snow,26,Pine/Trees,13,Tinsel/Garland,7,Wreath/Mistletoe,5,Candles,4
Name Something Toddlers Carry Around With Them All The Time,Bottle,42,Blanket,31,Pacifier,9,Rattle,7,Toy,6,Candy,5
Name Something You Can Buy At A Rock Concert.,T Shirt,35,Alcohol,24,Album,18,Poster,10,Snacks,5,Cap,4
Name A Place People Often Keep A Spare Key,Under Mat,55,Under A Rock,10,At Neighbors,9,Flower Pot,8,Wallet/Purse,7,Car,5
Name A Book You’d Like To Get As A Gift.,Harry Potter,29,Bible,19,Chronicals Of Narnia,16,Willy Wonka,14,Lord Of The Rings,7,Catcher In The Rye,7
Name A Food That’s Noisy When People Eat It.,Chips,44,Popcorn,23,Celery,10,Carrots,9,Apple,8,Cereal,5
Name An Occupation Whose Workers You Hold To A Higher Driving Standards That Anyone Else.,Truck Driver,30,Bus Driver,26,Police Officers,20,Taxi Driver,9,Ambulance Driver,7,Chaffeur,5
Name Something That Gets Knocked Over When Its Really Windy.,Trees,43,Trash Can,19,plants,16,Swing Set,5,Umbrella,5,Chairs,5
"Name Something You’d See A Person Do While Jogging For Exercise, But Never If They Were Being Chased",Wear Headphones,38,Rest,18,Run In Place,15,Drink Water,11,Stretch,9,Check Pulse,5
Name A Flavor Of Potato Chips,BBQ,46,Sour Cream & Onion,21,Vinegar,9,Ranch,7,Original,7,Cheese,7
Name Something You Put On A Chicago Style Hotdog,Mustard,32,Reslish,18,Onion,16,Tomato,14,Sauerkraut,8,Cheese,6
Name A Pizza Topping A Vegetarian Would Never Order.,Sausage,39,Pepperoni,29,Ground Beef,12,Bacon,8,Ham,5,Chicken,4
Name Someone Who Might Tell You To Lose Weight,Spouse,36,Doctor,34,Parents,13,Boy/Girl Friend,5,Friend,3,Children,3
What Food Do You Want To Avoid Before Kissing Someone?,Garlic Bread,29,Pizza,24,Tuna,22,Onion Rings,13,Eggs,6,Chili,4
Name Something That Goes Well With Pizza.,Beer,36,Soda,29,Salad,15,Bread Sticks,11,Chicken Wings,5,Chips,4
"If Apple Pie Lost Its Title As The Food Defining America, What Dessert Might Take Its Place?",Chocolate Cake,32,Cheese Cake,19,Cherry Pie,15,Pumpkin Pie,13,Ice Cream/Float,10,Choc. Chip Cookie,6
Name Something A College Student Would Write Down On A Calendar.,Exam/Due Dates,41,Days Off,23,Graduation,11,Parties,8,A Date,7,Class Schedule,6
Name Something Cats Have That People Don’t,Tails,22,Nine Lives,21,Fur,19,Whiskers,13,4 Feet,12,Claws,6
We Asked 100 Husbands! Name A Subject Your Wife Likes To Be The Expert On.,Cooking,33,Intimacy,20,Money,19,Parenting,16,Fashion,4,Cleaning,4
What Might You Do Before Bed If You Don’t Want Anything To Wake You Up In The Morning?,Turn Off Alarm,30,Put In Ear Plugs,16,Close Bedroom Door,14,Turn Off Phone,14,Take A Sleep Aid,12,Close Shades,7
Tell Me A Sign You Might See Posted At A Park.,No Loitering,41,No Parking,16,No Dogs,11,No Swimming,8,No Alcohol,8,Closes At Dusk,6
Name Something A Celebrity Might Go On A Talk Show To Promote,Movie,39,Album,21,TV Show,14,Book,12,Charity,9,Clothes,5
Name Something In Your House That’s Been Passed Down For Generations,Furniture,23,Jewelry,19,Clock,17,China,16,Photo,15,Clothes,8
Name A Kitchen Appliance That Is Hardest To Clean,Stove/Oven,45,Blender,16,Refrigerator,11,Microwave,10,Toaster,8,Coffee Maker,7
Name A Reason You Might Wear A Hat.,Sun Protection,32,Bad Hair Day,30,Raining,16,Bald Head,8,Bad Haircut,5,Cold,3
Name A Reason Why A Baby May Be More Fussy Than Usual.,Hungry,32,Teething,22,Tired,14,Sickness,13,Wet Diaper,10,Colic,3
"At The End Of A Work Day, Name Something You’re Usually Tired Of",Paperwork,40,People,30,Standing/Sitting,10,Boss,8,Talking,4,Computer,4
Name Something That Costs Twice As Much As It Is Worth.,Car,34,House,26,Clothes,15,Jewelry,13,TV,7,Computer,3
Name Something That Left Handed People Need To Use A Special Version Of,Scissors,39,Baseball Glove,17,Golf Club,15,Guitar,11,Desk,7,Computer Mouse,6
Name An Occasion Where You’d See People Dancing.,Wedding,35,Party,28,Prom,18,Birthday,6,Club,3,Concert,3
Name An Event That Takes Place At A Church,Wedding,46,Prayer Service,15,Baptism,12,Bible Studies,10,Holy Communion,5,Concert,4
What Does A Model Need In Order To Be Successful?,Good Looks,49,Height,24,Agent,8,Stylish Clothes,6,Strut,3,Confidence,3
Name Something There Are Seven Of.,Dwarfes,28,Deadly Sins,23,Wonders Of The World,15,Days Per Week,14,Seas,9,Continents,5
Name A Specific Skill You’d Have To be Good At To Be A Professional Baseball Player.,Batting,37,Throwing,14,Catching,13,Running,13,Pitching,10,Coordination,6
Name A Vegetable That Has An Unmistakable Smell When Cooking,Onion,29,Cabbage,25,Broccoli,21,Garlic,11,Asparagus,7,Corn,5
Name A Specific Food That You Associate With The South,Fried Chicken,57,Grits,15,Collard Greens,9,BBQ Ribs,8,Gumbo,7,Cornbread,4
"Other Than Stars’ Salaries, Name The Most Expensive Thing That Goes Into Making A Movie.",Special Effects,27,Sets,21,Shooting On Location,18,Props,13,Equipment,10,Costumes,5
Name A Good Material For A Winter Coat,Wool,44,Down,29,Fur,7,Leather,7,Fleece,7,Cotton,2
Name A Place Where It’d Be In Bad Taste To Hit On Someone,Place Of Worship,39,Funeral,27,Their Wedding,8,Work,4,Gym,3,Courtroom,3
Name Something That Kids Make Out Of Paper,Airplanes,41,Snowflakes,23,Footballs,10,Cards/Valentines,9,Paper Dolls,8,Crane/Bird,4
Name The First Bill You Pay Each Month?,Rent,41,Mortgage,20,Utilities,11,Car Payment,9,Phone,7,Credit,5
Name A Place Where You Might See Lots Of Police Officers,Police Station,42,Donut Shop,18,Concert,11,Riot,8,Parade,8,Crime Scene,6
"Name A Breakfast Item That You’d Find On The Menu Of A Fancy Restaurant, But Not Your Local Diner",Eggs Benidict,35,Crepes,21,Belgian Waffles,15,Bagel,13,Quiche,8,Croissant,4
"On A Bright, Sunny Day, Why Would You Leave The Beach?",Too Hot,40,Sunburn,31,Shark,11,Tired,6,Sick,5,Crowded,4
Tell Me A Fictional Character That Would Have Been On Santa’s “Naughty” List,Big Bad wolf,38,Wicked Witch,23,Grinch,13,Scrooge,10,The Joker,9,Cruella De Vil,4
Name A Feature You Have In Your Car That A Mother Might Like To Have On Her Baby’s Stroller,Radio,37,Stereo,21,Motor,11,Horn,9,Power Steering,7,Cruise Control,6
"If Barbie And Ken Broke Up, What Might Barbie Do With All The Extra Time?",Shop,36,Date,23,Model/Get A Job,15,Party,12,Go To The Beach,8,Cruise In Corvette,3
Name Something Pregnant Women Do A Lot Of When They’re In Labor.,Scream,49,Breathe,19,Cry,15,Sweat,7,Clench Hands,5,Curse,4
"Name Something That Every Movie Theatre, Fancy Or Not, Has.",Consession Stand,36,Seats,25,Screen,22,Bathroom,6,Movies,6,Customers,3
Name The Best Part Of The Grocery Store To Pick Up A Date,Produce,34,Meat,23,Frozen Food,14,Bakery,9,Check Out,8,Dairy Section,5
What Might A Cowboy Have Hidden Under His Hat?,Gun,45,Money,20,Hair,19,Cigarettes,7,Whiskey,4,Bandana,3
Name Something You Might Build In The Backyard.,Treehouse,26,Fence,22,Swing Set/Playground,20,Deck/Patio,12,Doghouse,7,Bird Feeder,6
Which Of Santa’s Reindeer Have Names That Sound Like Nicknames For A Lady’s Man?,Prancer,25,Dasher,21,Cupid,16,Vixen,14,Dancer,14,Blitzen,7
Name Something Moms Make Their Kids Wear In The Winter.,Coat,56,Gloves,12,Hat,7,Sweater,6,Long Johns,6,Boots,5
Name a dessert you’d find in every cafeteria.,Jello,39,Pudding,18,Cake,17,Pie,14,Ice cream,7,Brownies,5
Name A Word Men Use To Mean “Friend.”,Buddy,40,Bro,23,Pal,16,Dude,7,Mate,5,Chum,4
Name Something That People Put Behind Their Ears.,Pen/Pencil,50,Hair,21,Glasses,8,Perfume,6,Earrings,6,Cigarette,2
"If You Elope To Las Vegas, Name Something You Might Not Have At Your Wedding.",Guests,42,Cake,18,Wedding Dress,13,Bridal Party,9,Flowers,7,Clergy,4
Name Something Associated With Goldie Hawn.,Kurt Russell,28,Kate Hudson,18,Blonde Hair,17,Private Benjamin,15,Laugh In,10,Comedy,8
Name Something Specific That’s Fun To Get In The Mail.,Paycheck/Money,39,Postcard,13,Package/Gift,12,Magazine,12,Letter,8,Coupons,5
Name A Phrase On A Traffic Sign That You Could Imagine Seeing On Your In-Laws House.,Stop,33,Yeild/Caution,23,Bo Not Enter,20,No Turns,12,One Way,9,Dead End,3
Name Something Christopher Columbus Might Have Worried About During His Voyage To America.,Weather,42,Running Out Of Food,16,Sickness,15,Boat Sinking,13,Getting Lost,8,Death,6
Name A Gift That A new Mom Is Bound To Get Duplicates Of At A Baby Shower.,Diapers,41,Clothes,25,Blankets,14,Bottles,7,Bibs,6,Diaper Bag,3
Name Something Kids Might Put On Their Face That Is Hard To Wash Off.,Paint,51,Marker,32,Makeup,6,Glue,3,Candy,3,Dirt,3
We Asked 100 Men: Where Do Women Just Hate To Go?,Sport Events,47,Bar,14,Work,12,Supermarket,12,Strip Club,4,Doctor/Dentist,4
"If Water Became As Expensive As Gas, Name Something You’d Do A Lot Less Of",Shower,31,Drink,18,Water Lawn,17,Laundry/Wash,14,Swim,11,Flush,5
Name Something Parents Always Seem To Be Buying For Their Kids.,Clothes,35,Shoes,29,Toys,22,School Supplies,4,Candy,2,Food,2
"Name Something Some Women Spend A Lot Of Money On, Just To Look Good.",Makeup,47,Hair,24,Clothes,12,Nails,5,Plastic Surgery,3,Gym,2
"Besides Thanksgiving, Name A Holiday You Celebrate With A Lot Of Food.",Christmas,65,Easter,9,Fourth Of July,7,New Years,5,Memorial Day,4,hanukkah,4
Name Something Specific A Child Might Do In A Store To Make Mom Mad.,Have A Temper Tantrum,28,Run Around,20,Cry,19,Eat Candy,12,Scream,7,Hide,6
Name Something Kids Forget When Leaving For School.,Homework,30,Lunch,27,Backpack,20,Books,10,Money,9,Jacket,2
Name Something People Enjoy Doing Under A Tree.,Picnic,46,Sleeping,19,Reading A Book,17,Sitting,6,Relaxing,6,Kissing,2
Name A Word That Describes Someone Who Doesn’t Pull Their Own Weight,Lazy,37,Slacker,22,Free Loader,13,Bum,11,Deadbeat,9,Leech,6
Name A Celeb Who Should Never Have Taken Up Acting.,Paris Hilton,31,Britney Spears,26,Jessica Simpson,16,Pamela Anderson,11,Mariah Carey,9,Madonna,5
Name Something A Teacher Might Use To Help Them Teach Their Class.,Books,28,Computer,23,Chalkboard,13,Maps,13,Videos,11,Newspaper,5
Name A High School Subject That Kids Consider Difficult. Be Specific.,Algebra,36,English,20,Calculus,14,Chemistry,10,Geometry,8,Physics,5
Name A Type Of Person Who Might Wear Goggles.,Swimmer,34,Divers,25,Lifeguard,14,Welder,8,Skier,7,Pilot,6
Name Someone Who Knows A Lot About You Because It’s Their Job.,Doctor,41,Parent,25,Teacher,11,Detective,8,IRS Auditor,7,Psychiatrist,4
Name A Part Of Your Car That Can Be Adjusted.,Seat,55,Brakes,17,Mirror,8,Steering Wheel,6,Tires,6,Radio,5
Name A Kind Of Place Where You See People Killing Time.,Mall/Store,31,Train/Bus Stop,23,Airport,12,Bar,11,Work Job,9,Restaurant,8
Name something that you spend money on to make your house more cozy,Furniture,26,pillows,23,Fireplace,14,candles,12,Drapes,9,rugs,6
Which Item Does A Prank Store Likely Sell A Lot Of?,Whoopie Cushion,45,Dog Doo Doo,28,Hand Buzzer,7,Decks Of Cards,7,Trick Gum,5,Silly String,4
Name A Reason Why A Person Would Say They Had A Horrible Cab Driver.,Got Lost,27,Too Fast,25,Accident,21,Too Slow,9,Expensive,7,Smelly,5
Name Something Kids Get In Trouble For Throwing.,Food,25,Football/Baseball,18,Snowballs,16,Stones,16,Tantrum,12,Spitballs,11
Name A Popular Summer Activity.,Swimming,40,Camping,23,Volleyball,12,Baseball,12,Fishing,8,Surfing,4
Name An Activity That Is Associated With Retired People.,Golf,54,Bingo,20,Cards,6,Fishing,5,Shuffleboard,5,Travel,5
Name Something That’s Dangerous To Do One-Handed.,Drive,34,Cook,14,Ride A Bike,13,Cut/Carve,12,Swim,8,Use Tools,5
Name Something People Associate With Albert Einstein.,Intelligence,32,Math,17,MC^2,16,Theory Of Relativity,15,Physics,8,Wild Hair,6
Name A Food Or Drink You’d Buy If You Were Having A Super Bowl Party.,Beer,44,Chips,34,Popcorn,8,Pizza,8,Soda,3,Wings,3
Name A Reason Why A Celeb Might Refuse To Sign An Autograph,Busy,42,Bad Mood,15,Stuck Up,14,Tired,11,No Pen,8,With Family,4
